station,valid,time,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,feel
0CO,10/7/23,6:55:00 AM,35.6,19.4,51.33,280,11,0,30.69,10,M,BKN,M,M,M,8000,M,M,27.02
0CO,10/7/23,7:55:00 AM,35.6,19.4,51.33,280,12,0,30.68,10,M,CLR,M,M,M,M,M,M,26.58
0CO,10/7/23,8:55:00 AM,33.8,19.4,55.14,300,15,0,30.66,10,19,CLR,M,M,M,M,M,M,23.11
0CO,10/7/23,9:55:00 AM,33.8,17.6,51.04,300,18,0,30.64,10,M,CLR,M,M,M,M,M,M,22.12
0CO,10/7/23,10:55:00 AM,33.8,17.6,51.04,300,18,0,30.62,10,23,CLR,M,M,M,M,M,M,22.12
0CO,10/7/23,11:55:00 AM,32,17.6,54.87,300,18,0,30.62,10,23,CLR,M,M,M,M,M,M,19.75
0CO,10/7/23,12:55:00 PM,32,17.6,54.87,310,15,0,30.62,10,19,CLR,M,M,M,M,M,M,20.78
0CO,10/7/23,1:55:00 PM,32,17.6,54.87,320,13,0,30.63,10,20,CLR,M,M,M,M,M,M,21.57
0CO,10/7/23,2:55:00 PM,33.8,17.6,51.04,320,23,0,30.63,10,30,CLR,M,M,M,M,M,M,20.73
0CO,10/7/23,3:55:00 PM,35.6,17.6,47.51,320,19,0,30.64,10,35,CLR,M,M,M,M,M,M,24.2
0CO,10/7/23,4:55:00 PM,37.4,19.4,47.8,320,16,0,30.65,10,26,CLR,M,M,M,M,M,M,27.46
0CO,10/7/23,5:55:00 PM,42.8,17.6,35.87,330,11,0,30.65,10,19,CLR,M,M,M,M,M,M,36.11
0CO,10/7/23,6:55:00 PM,41,6.8,23.85,330,9,0,30.65,10,24,CLR,M,M,M,M,M,M,34.7
0CO,10/7/23,7:55:00 PM,42.8,8.6,24.14,350,12,0,30.63,10,21,CLR,M,M,M,M,M,M,35.75
0CO,10/7/23,8:55:00 PM,42.8,8.6,24.14,310,19,0,30.62,10,26,CLR,M,M,M,M,M,M,33.72
0CO,10/7/23,9:55:00 PM,42.8,8.6,24.14,350,10,0,30.62,10,21,CLR,M,M,M,M,M,M,36.51
0CO,10/7/23,10:55:00 PM,42.8,10.4,26.16,310,15,0,30.62,10,26,CLR,M,M,M,M,M,M,34.78
0CO,10/7/23,11:55:00 PM,41,6.8,23.85,310,12,0,30.62,10,18,CLR,M,M,M,M,M,M,33.46
0CO,10/8/23,12:55:00 AM,35.6,8.6,31.97,320,13,0,30.63,10,18,CLR,M,M,M,M,M,M,26.18
0CO,10/8/23,1:55:00 AM,35.6,8.6,31.97,320,9,0,30.63,10,M,CLR,M,M,M,M,M,M,27.99
0CO,10/8/23,2:55:00 AM,33.8,10.4,37.22,320,10,0,30.63,10,M,CLR,M,M,M,M,M,M,25.23
0CO,10/8/23,3:55:00 AM,33.8,12.2,40.32,320,10,0,30.63,10,M,CLR,M,M,M,M,M,M,25.23
0CO,10/8/23,4:55:00 AM,33.8,12.2,40.32,310,14,0,30.63,10,18,CLR,M,M,M,M,M,M,23.48
0CO,10/8/23,5:55:00 AM,33.8,14,43.65,310,9,0,30.61,10,M,CLR,M,M,M,M,M,M,25.75
0CO,10/8/23,6:55:00 AM,33.8,10.4,37.22,330,9,0,30.6,10,14,CLR,M,M,M,M,M,M,25.75
0CO,10/8/23,7:55:00 AM,32,12.2,43.34,280,9,0,30.6,10,17,CLR,M,M,M,M,M,M,23.51
0CO,10/8/23,8:55:00 AM,33.8,14,43.65,320,9,0,30.58,10,14,CLR,M,M,M,M,M,M,25.75
0CO,10/8/23,9:55:00 AM,32,12.2,43.34,280,9,0,30.58,10,M,CLR,M,M,M,M,M,M,23.51
0CO,10/8/23,10:55:00 AM,32,12.2,43.34,280,13,0,30.58,10,M,CLR,M,M,M,M,M,M,21.57
0CO,10/8/23,11:55:00 AM,33.8,14,43.65,290,15,0,30.58,10,22,CLR,M,M,M,M,M,M,23.11
0CO,10/8/23,12:55:00 PM,33.8,15.8,47.22,290,18,0,30.56,10,23,CLR,M,M,M,M,M,M,22.12
0CO,10/8/23,1:55:00 PM,33.8,15.8,47.22,290,15,0,30.57,10,20,CLR,M,M,M,M,M,M,23.11
0CO,10/8/23,2:55:00 PM,35.6,19.4,51.33,290,9,0,30.58,10,M,CLR,M,M,M,M,M,M,27.99
0CO,10/8/23,3:55:00 PM,37.4,19.4,47.8,310,12,0,30.58,10,21,CLR,M,M,M,M,M,M,28.87
0CO,10/8/23,4:55:00 PM,41,21.2,44.85,290,18,0,30.58,10,24,CLR,M,M,M,M,M,M,31.6
0CO,10/8/23,5:55:00 PM,42.8,21.2,41.84,310,24,0,30.58,10,31,SCT,M,M,M,4800,M,M,32.63
0CO,10/8/23,6:55:00 PM,42.8,19.4,38.75,290,21,0,30.57,10,31,SCT,BKN,M,M,5000,6500,M,33.26
0CO,10/8/23,7:55:00 PM,44.6,19.4,36.18,290,22,0,30.55,10,29,SCT,BKN,M,M,5500,8000,M,35.45
0CO,10/8/23,8:55:00 PM,42.8,19.4,38.75,290,17,0,30.56,10,26,SCT,SCT,M,M,5500,8000,M,34.22
0CO,10/8/23,9:55:00 PM,42.8,21.2,41.84,280,21,0,30.56,10,29,SCT,SCT,SCT,M,4800,5000,10000,33.26
0CO,10/8/23,10:55:00 PM,41,21.2,44.85,290,16,0,30.56,10,23,SCT,M,M,M,12000,M,M,32.15
0CO,10/8/23,11:55:00 PM,39.2,21.2,48.1,300,18,0,30.57,10,21,CLR,M,M,M,M,M,M,29.23
0CO,10/9/23,12:55:00 AM,35.6,21.2,55.41,290,17,0,30.58,10,23,CLR,M,M,M,M,M,M,24.79
0CO,10/9/23,1:55:00 AM,35.6,21.2,55.41,280,18,0,30.58,10,23,CLR,M,M,M,M,M,M,24.49
0CO,10/9/23,2:55:00 AM,35.6,21.2,55.41,290,15,0,30.58,10,24,CLR,M,M,M,M,M,M,25.45
0CO,10/9/23,3:55:00 AM,33.8,21.2,59.53,320,10,0,30.6,10,19,CLR,M,M,M,M,M,M,25.23
0CO,10/9/23,4:55:00 AM,35.6,19.4,51.33,300,15,0,30.59,10,19,CLR,M,M,M,M,M,M,25.45
0CO,10/9/23,5:55:00 AM,35.6,21.2,55.41,290,13,0,30.59,10,21,CLR,M,M,M,M,M,M,26.18
0CO,10/9/23,6:55:00 AM,33.8,21.2,59.53,290,16,0,30.58,10,23,CLR,M,M,M,M,M,M,22.76
0CO,10/9/23,7:55:00 AM,33.8,19.4,55.14,300,14,0,30.59,10,21,CLR,M,M,M,M,M,M,23.48
0CO,10/9/23,8:55:00 AM,33.8,19.4,55.14,300,14,0,30.58,10,20,CLR,M,M,M,M,M,M,23.48
0CO,10/9/23,9:55:00 AM,33.8,19.4,55.14,300,14,0,30.58,10,20,CLR,M,M,M,M,M,M,23.48
0CO,10/9/23,10:55:00 AM,33.8,19.4,55.14,320,9,0,30.58,10,15,CLR,M,M,M,M,M,M,25.75
0CO,10/9/23,11:55:00 AM,32,17.6,54.87,310,9,0,30.6,10,18,CLR,M,M,M,M,M,M,23.51
0CO,10/9/23,12:55:00 PM,33.8,17.6,51.04,290,13,0,30.6,10,M,CLR,M,M,M,M,M,M,23.87
0CO,10/9/23,1:55:00 PM,33.8,17.6,51.04,300,12,0,30.62,10,M,CLR,M,M,M,M,M,M,24.29
0CO,10/9/23,2:55:00 PM,33.8,19.4,55.14,290,13,0,30.63,10,M,CLR,M,M,M,M,M,M,23.87
0CO,10/9/23,3:55:00 PM,39.2,21.2,48.1,280,10,0,30.65,10,20,CLR,M,M,M,M,M,M,32
0CO,10/9/23,4:55:00 PM,39.2,21.2,48.1,310,12,0,30.66,10,15,SCT,SCT,M,M,4200,4900,M,31.17
0CO,10/9/23,5:55:00 PM,39.2,23,51.89,330,7,0,30.66,10,M,BKN,M,M,M,6500,M,M,33.56
0CO,10/9/23,6:55:00 PM,42.8,23,45.14,290,9,0,30.65,10,14,SCT,SCT,M,M,6500,7500,M,36.94
0CO,10/9/23,7:55:00 PM,42.8,19.4,38.75,290,19,0,30.62,10,28,SCT,BKN,M,M,6000,8500,M,33.72
0CO,10/9/23,8:55:00 PM,42.8,19.4,38.75,310,11,0,30.62,10,22,SCT,BKN,OVC,M,4400,6000,7000,36.11
0CO,10/9/23,9:55:00 PM,37.4,23,55.68,270,19,0,30.62,10,40,SCT,BKN,OVC,M,3300,5000,8000,26.58
0CO,10/9/23,10:55:00 PM,42.8,23,45.14,300,10,0,30.63,10,23,SCT,BKN,M,M,4600,6500,M,36.51
0CO,10/9/23,11:55:00 PM,37.4,17.6,44.25,300,10,0,30.63,10,28,SCT,BKN,OVC,M,1500,4000,6500,29.74
0CO,10/10/23,4  12:55:00 AM,37.4,21.2,51.61,300,20,0,30.63,10,25,SCT,BKN,OVC,M,6000,7500,9000,26.31
0CO,10/10/23,4  1:55:00 AM,35.6,21.2,55.41,290,16,0,30.64,10,21,CLR,M,M,M,M,M,M,25.11
0CO,10/10/23,4  2:55:00 AM,35.6,21.2,55.41,280,16,0,30.65,10,23,CLR,M,M,M,M,M,M,25.11
0CO,10/10/23,4  3:55:00 AM,35.6,21.2,55.41,280,14,0,30.65,10,23,CLR,M,M,M,M,M,M,25.8
0CO,10/10/23,4  4:55:00 AM,35.6,21.2,55.41,290,14,0,30.64,10,19,CLR,M,M,M,M,M,M,25.8
0CO,10/10/23,4  5:55:00 AM,33.8,19.4,55.14,290,13,0,30.64,10,18,CLR,M,M,M,M,M,M,23.87
0CO,10/10/23,4  6:55:00 AM,33.8,21.2,59.53,290,13,0,30.64,10,M,CLR,M,M,M,M,M,M,23.87
0CO,10/10/23,4  7:55:00 AM,33.8,21.2,59.53,290,17,0,30.64,10,25,CLR,M,M,M,M,M,M,22.43
0CO,10/10/23,4  8:55:00 AM,33.8,21.2,59.53,290,17,0,30.63,10,26,CLR,M,M,M,M,M,M,22.43
0CO,10/10/23,4  9:55:00 AM,33.8,21.2,59.53,300,19,0,30.62,10,M,CLR,M,M,M,M,M,M,21.82
0CO,10/10/23,4  10:55:00 AM,33.8,21.2,59.53,310,13,0,30.63,10,23,CLR,M,M,M,M,M,M,23.87
0CO,10/10/23,4  11:55:00 AM,33.8,21.2,59.53,310,13,0,30.64,10,21,CLR,M,M,M,M,M,M,23.87
0CO,10/10/23,4  12:55:00 PM,33.8,21.2,59.53,330,14,0,30.65,10,26,CLR,M,M,M,M,M,M,23.48
0CO,10/10/23,4  1:55:00 PM,33.8,21.2,59.53,300,17,0,30.66,10,23,CLR,M,M,M,M,M,M,22.43
0CO,10/10/23,4  2:55:00 PM,35.6,21.2,55.41,320,16,0,30.68,10,24,CLR,M,M,M,M,M,M,25.11
0CO,10/10/23,4  3:55:00 PM,39.2,19.4,44.55,300,18,0,30.69,10,24,CLR,M,M,M,M,M,M,29.23
0CO,10/10/23,4  4:55:00 PM,42.8,19.4,38.75,310,24,0,30.67,10,30,CLR,M,M,M,M,M,M,32.63
0CO,10/10/23,4  5:55:00 PM,44.6,21.2,39.06,320,21,0,30.69,10,30,SCT,M,M,M,5000,M,M,35.66
0CO,10/10/23,4  6:55:00 PM,44.6,19.4,36.18,330,18,0,30.67,10,37,SCT,M,M,M,5000,M,M,36.34
0CO,10/10/23,4  7:55:00 PM,44.6,17.6,33.49,50,8,0,30.67,10,M,SCT,M,M,M,6000,M,M,39.63
0CO,10/10/23,4  8:55:00 PM,44.6,21.2,39.06,310,14,0,30.67,10,25,SCT,M,M,M,6000,M,M,37.4
0CO,10/10/23,4  9:55:00 PM,44.6,21.2,39.06,300,16,0,30.68,10,28,SCT,M,M,M,6000,M,M,36.84
0CO,10/10/23,4  10:55:00 PM,41,19.4,41.54,300,10,0,30.68,10,M,CLR,M,M,M,M,M,M,34.25
0CO,10/10/23,4  11:55:00 PM,41,19.4,41.54,290,10,0,30.69,10,M,SCT,M,M,M,6500,M,M,34.25
0CO,10/11/23,4  12:55:00 AM,41,19.4,41.54,290,10,0,30.71,10,M,SCT,M,M,M,6500,M,M,34.25
0CO,10/11/23,4  1:55:00 AM,41,19.4,41.54,250,9,0,30.71,10,M,CLR,M,M,M,M,M,M,34.7
0CO,10/11/23,4  2:55:00 AM,41,19.4,41.54,260,8,0,30.72,10,M,OVC,M,M,M,7000,M,M,35.2
0CO,10/11/23,4  3:55:00 AM,39.2,17.6,41.24,260,8,0,30.72,10,M,BKN,M,M,M,7000,M,M,32.98
0CO,10/11/23,4  4:55:00 AM,37.4,17.6,44.25,280,12,0,30.71,10,M,CLR,M,M,M,M,M,M,28.87
0CO,10/11/23,4  5:55:00 AM,37.4,17.6,44.25,280,12,0,30.71,10,M,CLR,M,M,M,M,M,M,28.87
0CO,10/11/23,4  6:55:00 AM,37.4,15.8,40.93,270,8,0,30.7,10,M,CLR,M,M,M,M,M,M,30.76
0CO,10/11/23,4  7:55:00 AM,37.4,14,37.84,270,9,0,30.7,10,M,CLR,M,M,M,M,M,M,30.23
0CO,10/11/23,4  8:55:00 AM,37.4,15.8,40.93,280,12,0,30.7,10,16,CLR,M,M,M,M,M,M,28.87
0CO,10/11/23,4  9:55:00 AM,37.4,14,37.84,270,10,0,30.69,10,15,CLR,M,M,M,M,M,M,29.74
0CO,10/11/23,4  10:55:00 AM,37.4,14,37.84,260,6,0,30.7,10,15,CLR,M,M,M,M,M,M,32.03
0CO,10/11/23,4  11:55:00 AM,37.4,14,37.84,260,6,0,30.71,10,19,CLR,M,M,M,M,M,M,32.03
0CO,10/11/23,4  12:55:00 PM,35.6,14,40.63,260,6,0,30.71,10,14,CLR,M,M,M,M,M,M,29.87
0CO,10/11/23,4  1:55:00 PM,37.4,15.8,40.93,260,7,0,30.72,10,20,CLR,M,M,M,M,M,M,31.36
0CO,10/11/23,4  2:55:00 PM,37.4,17.6,44.25,270,6,0,30.74,10,M,CLR,M,M,M,M,M,M,32.03
0CO,10/11/23,4  3:55:00 PM,41,17.6,38.45,270,7,0,30.74,10,M,CLR,M,M,M,M,M,M,35.75
0CO,10/11/23,4  4:55:00 PM,41,15.8,35.57,260,7,0,30.74,10,20,CLR,M,M,M,M,M,M,35.75
0CO,10/11/23,4  5:55:00 PM,42.8,17.6,35.87,280,20,0,30.72,10,29,SCT,M,M,M,6000,M,M,33.48
0CO,10/11/23,4  6:55:00 PM,42.8,17.6,35.87,280,21,0,30.71,10,32,SCT,M,M,M,6000,M,M,33.26
0CO,10/11/23,4  7:55:00 PM,44.6,15.8,30.98,270,13,0,30.7,10,36,SCT,M,M,M,7000,M,M,37.71
0CO,10/11/23,4  8:55:00 PM,46.4,15.8,28.93,280,20,0,30.68,10,31,BKN,BKN,M,M,6500,8500,M,38.26
0CO,10/11/23,4  9:55:00 PM,46.4,14,26.75,280,24,0,30.68,10,29,SCT,M,M,M,6500,M,M,37.49
0CO,10/11/23,4  10:55:00 PM,44.6,14,28.64,280,20,0,30.68,10,34,SCT,M,M,M,6500,M,M,35.87
0CO,10/11/23,4  11:55:00 PM,42.8,14,30.68,280,25,0,30.67,10,30,SCT,M,M,M,5500,M,M,32.43
0CO,10/12/23,4  12:55:00 AM,41,15.8,35.57,250,9,0,30.7,10,25,CLR,M,M,M,M,M,M,34.7
0CO,10/12/23,4  1:55:00 AM,39.2,17.6,41.24,270,12,0,30.7,10,23,CLR,M,M,M,M,M,M,31.17
0CO,10/12/23,4  2:55:00 AM,39.2,17.6,41.24,270,16,0,30.7,10,24,CLR,M,M,M,M,M,M,29.8
0CO,10/12/23,4  3:55:00 AM,37.4,17.6,44.25,280,11,0,30.7,10,20,CLR,M,M,M,M,M,M,29.29
0CO,10/12/23,4  4:55:00 AM,37.4,17.6,44.25,270,21,0,30.69,10,25,SCT,M,M,M,6500,M,M,26.06
0CO,10/12/23,4  5:55:00 AM,37.4,17.6,44.25,270,14,0,30.68,10,24,SCT,M,M,M,6000,M,M,28.12
0CO,10/12/23,4  6:55:00 AM,37.4,15.8,40.93,270,21,0,30.67,10,28,SCT,SCT,M,M,6000,7000,M,26.06
0CO,10/12/23,4  7:55:00 AM,37.4,15.8,40.93,280,19,0,30.65,10,24,CLR,M,M,M,M,M,M,26.58
0CO,10/12/23,4  8:55:00 AM,35.6,17.6,47.51,290,21,0,30.65,10,28,CLR,M,M,M,M,M,M,23.65
0CO,10/12/23,4  9:55:00 AM,35.6,17.6,47.51,290,16,0,30.65,10,26,CLR,M,M,M,M,M,M,25.11
0CO,10/12/23,4  10:55:00 AM,33.8,17.6,51.04,320,10,0,30.64,10,17,CLR,M,M,M,M,M,M,25.23
0CO,10/12/23,4  11:55:00 AM,33.8,17.6,51.04,320,13,0,30.65,10,21,CLR,M,M,M,M,M,M,23.87
0CO,10/12/23,4  12:55:00 PM,33.8,17.6,51.04,300,15,0,30.65,10,21,CLR,M,M,M,M,M,M,23.11
0CO,10/12/23,4  1:55:00 PM,35.6,17.6,47.51,290,16,0,30.66,10,25,CLR,M,M,M,M,M,M,25.11
0CO,10/12/23,4  2:55:00 PM,37.4,17.6,44.25,300,12,0,30.68,10,22,CLR,M,M,M,M,M,M,28.87
0CO,10/12/23,4  3:55:00 PM,39.2,19.4,44.55,310,10,0,30.7,10,16,OVC,M,M,M,6000,M,M,32
0CO,10/12/23,4  4:55:00 PM,41,19.4,41.54,320,12,0,30.7,10,20,SCT,M,M,M,5500,M,M,33.46
0CO,10/12/23,4  5:55:00 PM,41,17.6,38.45,300,18,0,30.7,10,29,SCT,BKN,M,M,6000,7000,M,31.6
0CO,10/12/23,4  6:55:00 PM,41,17.6,38.45,290,23,0,30.68,10,34,SCT,SCT,BKN,M,6000,7000,8000,30.41
0CO,10/12/23,4  7:55:00 PM,42.8,19.4,38.75,310,10,0,30.67,10,17,SCT,SCT,BKN,M,4200,6000,7000,36.51
0CO,10/12/23,4  8:55:00 PM,46.4,19.4,33.79,290,17,0,30.66,10,26,BKN,BKN,BKN,M,6000,7000,8000,38.94
0CO,10/12/23,4  9:55:00 PM,42.8,19.4,38.75,270,20,0,30.66,10,28,SCT,SCT,M,M,6500,7500,M,33.48
0CO,10/12/23,4  10:55:00 PM,42.8,19.4,38.75,290,15,0,30.66,10,22,SCT,SCT,BKN,M,2700,3400,5500,34.78
0CO,10/12/23,4  11:55:00 PM,42.8,19.4,38.75,290,11,0,30.66,10,14,CLR,M,M,M,M,M,M,36.11
0CO,10/13/23,4  12:55:00 AM,39.2,19.4,44.55,280,8,0,30.68,10,M,CLR,M,M,M,M,M,M,32.98
0CO,10/13/23,4  1:55:00 AM,37.4,19.4,47.8,300,9,0,30.68,10,M,CLR,M,M,M,M,M,M,30.23
0CO,10/13/23,4  2:55:00 AM,37.4,19.4,47.8,360,3,0,30.69,10,M,BKN,M,M,M,7000,M,M,34.86
0CO,10/13/23,4  3:55:00 AM,37.4,21.2,51.61,0,0,0,30.69,10,M,BKN,M,M,M,6000,M,M,37.4
0CO,10/13/23,4  4:55:00 AM,37.4,19.4,47.8,230,3,0,30.68,10,M,CLR,M,M,M,M,M,M,34.86
0CO,10/13/23,4  5:55:00 AM,37.4,19.4,47.8,250,5,0,30.68,10,M,CLR,M,M,M,M,M,M,32.81
0CO,10/13/23,4  6:55:00 AM,35.6,19.4,51.33,220,6,0,30.67,10,M,CLR,M,M,M,M,M,M,29.87
0CO,10/13/23,4  7:55:00 AM,35.6,19.4,51.33,270,9,0,30.66,10,16,CLR,M,M,M,M,M,M,27.99
0CO,10/13/23,4  8:55:00 AM,35.6,19.4,51.33,270,12,0,30.65,10,15,CLR,M,M,M,M,M,M,26.58
0CO,10/13/23,4  9:55:00 AM,35.6,19.4,51.33,250,7,0,30.64,10,18,CLR,M,M,M,M,M,M,29.17
0CO,10/13/23,4  10:55:00 AM,35.6,19.4,51.33,250,4,0,30.64,10,M,CLR,M,M,M,M,M,M,31.62
0CO,10/13/23,4  11:55:00 AM,33.8,19.4,55.14,280,10,0,30.64,10,M,CLR,M,M,M,M,M,M,25.23
0CO,10/13/23,4  12:55:00 PM,33.8,19.4,55.14,280,14,0,30.64,10,22,CLR,M,M,M,M,M,M,23.48
0CO,10/13/23,4  1:55:00 PM,33.8,17.6,51.04,270,9,0,30.66,10,22,CLR,M,M,M,M,M,M,25.75
0CO,10/13/23,4  2:55:00 PM,33.8,15.8,47.22,260,6,0,30.68,10,15,CLR,M,M,M,M,M,M,27.7
0CO,10/13/23,4  3:55:00 PM,37.4,17.6,44.25,270,9,0,30.69,10,18,CLR,M,M,M,M,M,M,30.23
0CO,10/13/23,4  4:55:00 PM,41,17.6,38.45,280,8,0,30.7,10,21,CLR,M,M,M,M,M,M,35.2
0CO,10/13/23,4  5:55:00 PM,41,19.4,41.54,300,6,0,30.7,10,M,SCT,M,M,M,5500,M,M,36.37
0CO,10/13/23,4  6:55:00 PM,42.8,19.4,38.75,40,6,0,30.69,10,M,BKN,M,M,M,5500,M,M,38.54
0CO,10/13/23,4  7:55:00 PM,44.6,14,28.64,290,15,0,30.67,10,22,SCT,M,M,M,6500,M,M,37.11
0CO,10/13/23,4  8:55:00 PM,44.6,14,28.64,300,12,0,30.67,10,22,SCT,M,M,M,6500,M,M,38.04
0CO,10/13/23,4  9:55:00 PM,44.6,15.8,30.98,280,14,0,30.67,10,17,SCT,SCT,M,M,6500,12000,M,37.4
0CO,10/13/23,4  10:55:00 PM,42.8,14,30.68,290,15,0,30.67,10,24,SCT,SCT,M,M,7000,8000,M,34.78
0CO,10/13/23,4  11:55:00 PM,41,14,32.88,280,12,0,30.68,10,16,CLR,M,M,M,M,M,M,33.46
0CO,10/14/23,4  12:55:00 AM,37.4,14,37.84,270,8,0,30.69,10,14,CLR,M,M,M,M,M,M,30.76
0CO,10/14/23,4  1:55:00 AM,37.4,17.6,44.25,270,12,0,30.7,10,20,SCT,SCT,M,M,7500,9000,M,28.87
0CO,10/14/23,4  2:55:00 AM,37.4,19.4,47.8,190,9,0,30.7,10,M,SCT,BKN,M,M,5000,6500,M,30.23
0CO,10/14/23,4  3:55:00 AM,37.4,19.4,47.8,260,6,0,30.71,10,20,CLR,M,M,M,M,M,M,32.03
0CO,10/14/23,4  4:55:00 AM,37.4,19.4,47.8,270,14,0,30.7,10,23,CLR,M,M,M,M,M,M,28.12
0CO,10/14/23,4  5:55:00 AM,37.4,21.2,51.61,280,14,0,30.69,10,24,CLR,M,M,M,M,M,M,28.12
0CO,10/14/23,4  6:55:00 AM,35.6,21.2,55.41,280,10,0,30.68,10,M,CLR,M,M,M,M,M,M,27.48
0CO,10/14/23,4  7:55:00 AM,35.6,21.2,55.41,290,17,0,30.66,10,22,CLR,M,M,M,M,M,M,24.79
0CO,10/14/23,4  8:55:00 AM,35.6,21.2,55.41,280,17,0,30.66,10,22,CLR,M,M,M,M,M,M,24.79
0CO,10/14/23,4  9:55:00 AM,35.6,21.2,55.41,290,23,0,30.64,10,M,CLR,M,M,M,M,M,M,23.15
0CO,10/14/23,4  10:55:00 AM,35.6,21.2,55.41,290,19,0,30.65,10,26,CLR,M,M,M,M,M,M,24.2
0CO,10/14/23,4  11:55:00 AM,35.6,21.2,55.41,290,21,0,30.65,10,25,CLR,M,M,M,M,M,M,23.65
0CO,10/14/23,4  12:55:00 PM,35.6,21.2,55.41,290,18,0,30.65,10,26,CLR,M,M,M,M,M,M,24.49
0CO,10/14/23,4  1:55:00 PM,35.6,23,59.79,290,21,0,30.66,10,24,CLR,M,M,M,M,M,M,23.65
0CO,10/14/23,4  2:55:00 PM,35.6,23,59.79,300,16,0,30.67,10,27,SCT,M,M,M,4300,M,M,25.11
0CO,10/14/23,4  3:55:00 PM,37.4,23,55.68,290,21,0,30.68,10,28,SCT,BKN,M,M,4000,4900,M,26.06
0CO,10/14/23,4  4:55:00 PM,41,24.8,52.17,310,14,0,30.68,10,27,SCT,M,M,M,3600,M,M,32.76
0CO,10/14/23,4  5:55:00 PM,39.2,23,51.89,310,18,0,30.67,10,28,SCT,M,M,M,4000,M,M,29.23
0CO,10/14/23,4  6:55:00 PM,42.8,23,45.14,280,17,0,30.66,10,26,SCT,SCT,M,M,4200,4900,M,34.22
0CO,10/14/23,4  7:55:00 PM,42.8,24.8,48.67,300,13,0,30.65,10,25,SCT,SCT,M,M,4200,4900,M,35.4
0CO,10/14/23,4  8:55:00 PM,44.6,23,42.14,310,14,0,30.63,10,23,SCT,SCT,M,M,4800,5500,M,37.4
0CO,10/14/23,4  9:55:00 PM,44.6,23,42.14,290,23,0,30.63,10,32,SCT,M,M,M,7000,M,M,35.25
0CO,10/14/23,4  10:55:00 PM,44.6,24.8,45.44,280,23,0,30.63,10,30,CLR,M,M,M,M,M,M,35.25
0CO,10/14/23,4  11:55:00 PM,39.2,26.6,60.29,290,15,0,30.64,10,24,SCT,SCT,M,M,6000,7500,M,30.11
0CO,10/15/23,4  12:55:00 AM,35.6,26.6,69.46,280,14,0,30.65,10,17,SCT,M,M,M,4600,M,M,25.8
0CO,10/15/23,4  1:55:00 AM,35.6,24.8,64.46,290,20,0,30.65,10,26,CLR,M,M,M,M,M,M,23.92
0CO,10/15/23,4  2:55:00 AM,35.6,24.8,64.46,320,10,0,30.65,10,19,CLR,M,M,M,M,M,M,27.48
0CO,10/15/23,4  3:55:00 AM,33.8,24.8,69.25,310,11,0,30.66,10,19,CLR,M,M,M,M,M,M,24.74
0CO,10/15/23,4  4:55:00 AM,33.8,24.8,69.25,320,11,0,30.65,10,18,CLR,M,M,M,M,M,M,24.74
0CO,10/15/23,4  5:55:00 AM,33.8,24.8,69.25,320,10,0,30.64,10,15,CLR,M,M,M,M,M,M,25.23
0CO,10/15/23,4  6:55:00 AM,33.8,24.8,69.25,320,10,0,30.64,10,M,CLR,M,M,M,M,M,M,25.23
0CO,10/15/23,4  7:55:00 AM,33.8,24.8,69.25,310,11,0,30.64,10,18,CLR,M,M,M,M,M,M,24.74
0CO,10/15/23,4  8:55:00 AM,33.8,24.8,69.25,320,10,0,30.64,10,M,CLR,M,M,M,M,M,M,25.23
0CO,10/15/23,4  9:55:00 AM,32,24.8,74.44,290,8,0,30.64,10,15,CLR,M,M,M,M,M,M,24.11
0CO,10/15/23,4  10:55:00 AM,32,26.6,80.22,300,8,0,30.65,10,15,CLR,M,M,M,M,M,M,24.11
0CO,10/15/23,4  11:55:00 AM,32,26.6,80.22,320,12,0,30.65,10,17,CLR,M,M,M,M,M,M,22
0CO,10/15/23,4  12:55:00 PM,32,26.6,80.22,10,4,0,30.66,10,M,CLR,M,M,M,M,M,M,27.42
0CO,10/15/23,4  1:55:00 PM,33.8,26.6,74.63,10,4,0,30.66,10,M,CLR,M,M,M,M,M,M,29.52
0CO,10/15/23,4  2:55:00 PM,37.4,26.6,64.7,30,4,0,30.68,10,M,CLR,M,M,M,M,M,M,33.73
0CO,10/15/23,4  3:55:00 PM,35.6,24.8,64.46,0,0,0,30.69,10,M,CLR,M,M,M,M,M,M,35.6
0CO,10/15/23,4  4:55:00 PM,41,21.2,44.85,180,11,0,30.69,10,18,SCT,M,M,M,4200,M,M,33.84
0CO,10/15/23,4  5:55:00 PM,42.8,23,45.14,130,7,0,30.69,10,15,SCT,SCT,M,M,4800,7000,M,37.94
0CO,10/15/23,4  6:55:00 PM,44.6,21.2,39.06,100,4,0,30.68,10,M,CLR,M,M,M,M,M,M,42.13
0CO,10/15/23,4  7:55:00 PM,41,28.4,60.54,120,9,0,30.66,4,21,SCT,BKN,OVC,M,3000,3900,4500,34.7
0CO,10/15/23,4  8:55:00 PM,41,26.6,56.22,130,8,0,30.66,10,18,BKN,OVC,M,M,3700,4700,M,35.2
0CO,10/15/23,4  9:55:00 PM,37.4,26.6,64.7,130,7,0,30.66,10,20,SCT,BKN,BKN,M,3900,4900,6500,31.36
